billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;sea_raiders;billy_halop;actedin;the_angels_wash_their_faces;billy_halop;actedin;on_dress_parade;billy_halop;actedin;crime_school;11.186905;1;15.006285;1;11.876717;20;19.958096056449026;3.1423304080963135
rekha;haswonprize;filmfare_awards;rekha;actedin;muqaddar_ka_sikandar;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.813015;1;0.8690265227760906;3.3708105087280273
rekha;haswonprize;filmfare_awards;rekha;actedin;lajja_(film);rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.680381;1;0.8833983668263156;3.370457649230957
rekha;haswonprize;filmfare_awards;rekha;hasgender;female;rekha;actedin;zubeidaa;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.724807;1;0.878743723337417;3.3714404106140137
rekha;haswonprize;filmfare_awards;rekha;actedin;mujhe_insaaf_chahiye;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.820529;1;0.8681689096092373;3.3699839115142822
rekha;haswonprize;filmfare_awards;rekha;actedin;utsav;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.822417;1;0.8679526431104015;3.3656084537506104
rekha;haswonprize;filmfare_awards;rekha;actedin;nagin_(1976_film);rekha;hasgender;female;rekha;actedin;dil_hai_tumhaara;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.760092;1;0.8749334695747969;3.365640163421631
rekha;haswonprize;filmfare_awards;rekha;actedin;immaan_dharam;rekha;actedin;vijeta;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.821106;1;0.8681028600708484;3.3684284687042236
rekha;haswonprize;filmfare_awards;rekha;actedin;lajja_(film);rekha;hasgender;female;rekha;actedin;dil_hai_tumhaara;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.64869;1;0.8866232264354591;3.3584134578704834
rekha;haswonprize;filmfare_awards;rekha;actedin;silsila_(film);rekha;actedin;vijeta;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.861003;1;0.8634671806681219;3.3563895225524902
rekha;haswonprize;filmfare_awards;rekha;actedin;jaani_dushman;rekha;actedin;vijeta;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.8709345;1;0.8622921004302707;3.3625681400299072
rekha;haswonprize;filmfare_awards;rekha;actedin;immaan_dharam;rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.84519;1;0.8653206941833903;3.365234613418579
rekha;haswonprize;filmfare_awards;rekha;actedin;vijeta;rekha;actedin;ram_balram;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.930504;1;0.8550647301568487;3.358469247817993
rekha;haswonprize;filmfare_awards;rekha;actedin;lajja_(film);rekha;actedin;nagin_(1976_film);rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.697203;1;0.8816544128991465;3.362879991531372
rekha;haswonprize;filmfare_awards;rekha;actedin;silsila_(film);rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.872673;1;0.8620855274384714;3.3629231452941895
rekha;haswonprize;filmfare_awards;rekha;actedin;jaani_dushman;rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.855704;1;0.8640906406918366;3.365440607070923
rekha;haswonprize;filmfare_awards;rekha;actedin;suhaag_(1979_film);rekha;actedin;vijeta;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.896362;1;0.8592447799070002;3.3638930320739746
rekha;haswonprize;filmfare_awards;rekha;actedin;alaap;rekha;actedin;vijeta;rekha;hasgender;female;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.894798;1;0.8594338319222403;3.3620169162750244
rekha;haswonprize;filmfare_awards;rekha;actedin;ram_balram;rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.864768;1;0.8630226984961498;3.3579680919647217
rekha;haswonprize;filmfare_awards;rekha;actedin;namak_haraam;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.881377;1;0.8610473860790876;3.364680528640747
rekha;haswonprize;filmfare_awards;rekha;actedin;suhaag_(1979_film);rekha;hasgender;female;rekha;actedin;khoon_pasina;rekha;wasbornin;chennai;9.7157755;1;13.705394;1;11.853615;1;0.8643358408246961;3.370590925216675
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.852523;8;7.985315813742405;3.1814723014831543
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;9.982346;1;17.058714;1;12.860261;8;7.985203432899644;3.181323766708374
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.936193;8;7.9840547482781385;3.180730104446411
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;9.982346;1;17.058714;1;12.87681;8;7.984960238891705;3.1815874576568604
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.934333;8;7.98408391696676;3.1818158626556396
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;9.982346;1;17.058714;1;12.940872;8;7.983981167874559;3.1796915531158447
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.984433;8;7.983279875456301;3.1777005195617676
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;13.001757;8;7.982992670152396;3.1817407608032227
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;9.982346;1;17.058714;1;12.9953785;8;7.9830989731378565;3.1817028522491455
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;13.158953;7;6.98015504986814;3.1795835494995117
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;hasgender;male;9.982346;1;17.058714;1;12.677626;8;7.9876428738622645;3.2247729301452637
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;hasgender;male;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.669506;6;5.987741577371922;3.2188711166381836
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;hasgender;male;9.982346;1;17.058714;1;12.749216;6;5.986737948739802;3.2180652618408203
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;anthony_charles;isaffiliatedto;crewe_alexandra_f.c.;anthony_charles;hasgender;male;9.982346;1;17.058714;1;12.769333;6;5.986472102715107;3.215935468673706
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;hasgender;male;anthony_charles;isaffiliatedto;aldershot_town_f.c.;9.982346;1;17.058714;1;12.738224;7;6.986881025631364;3.2034754753112793
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;northampton_town_f.c.;anthony_charles;isaffiliatedto;luton_town_f.c.;anthony_charles;hasgender;male;9.982346;1;17.058714;1;12.8450775;6;5.98542314869772;3.2147834300994873
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;davide_succi;isaffiliatedto;a.c._chievo_verona;davide_succi;isaffiliatedto;calcio_como;9.905564;1;16.935997;1;13.190778;8;7.9769150595233596;3.1575586795806885
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;davide_succi;isaffiliatedto;calcio_como;davide_succi;isaffiliatedto;s.p.a.l._2013;9.905564;1;16.935997;1;13.265966;9;8.975157197025844;3.1594033241271973
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;davide_succi;isaffiliatedto;a.c._chievo_verona;davide_succi;isaffiliatedto;s.p.a.l._2013;9.905564;1;16.935997;1;13.205635;9;8.976577612655294;3.1619951725006104
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;a.c._chievo_verona;davide_succi;isaffiliatedto;calcio_como;davide_succi;isaffiliatedto;s.p.a.l._2013;9.905564;1;16.935997;1;13.424004;6;5.971027098347331;3.1726152896881104
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;davide_succi;isaffiliatedto;calcio_como;davide_succi;isaffiliatedto;u.s._città_di_palermo;9.905564;1;16.935997;1;13.0036545;11;10.980778977505599;3.1733922958374023
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;chelsea_f.c.;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.737947;6;5.992018886919769;3.1821138858795166
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;hasgender;male;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.748913;4;3.991931599661657;3.213015079498291
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;brentford_f.c.;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.934136;5;4.990305697453486;3.183359384536743
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;petar_borota;wasbornin;belgrade;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;12.004517;4;3.9896061744049183;3.179532051086426
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;petar_borota;diedin;genoa;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.246494;6;5.995102483213389;3.1798057556152344
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;f.k._partizan;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;12.048421;6;5.989144738960219;3.1755783557891846
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;yugoslavia_national_football_team;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.827392;5;4.991278636750419;3.1850650310516357
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;boavista_f.c.;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.726447;5;4.992109426722593;3.1734819412231445
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;petar_borota;isaffiliatedto;o.f.k._beograd;9.646544;1;16.560612;1;11.951913;6;5.990133541450571;3.179220199584961
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;portimonense_s.c.;petar_borota;isaffiliatedto;fk_partizan;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;11.600821;6;5.993034466583924;3.1839804649353027
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;petar_borota;playsfor;ofk_beograd;petar_borota;isaffiliatedto;ofk_beograd;9.646544;1;16.560612;1;12.098951;4;3.988588543272646;3.1828856468200684
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;12.91656;8;5.734560830897635;3.1585853099823
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;12.959215;7;4.72616114187077;3.1608574390411377
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;club_bolívar;7.527173;1;13.934447;3;13.102944;7;4.696672619365299;3.1624069213867188
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;12.951375;8;5.727717398492541;3.160632848739624
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;7.527173;1;13.934447;3;13.169737;7;4.682375543553666;3.1639437675476074
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;7.527173;1;13.934447;3;12.917719;7;4.73433484197879;3.1609792709350586
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.272474;7;4.65970345607254;3.1515328884124756
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.316962;7;4.649646345766351;3.1501264572143555
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.110806;7;4.695008638846743;3.1538071632385254
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;club_bolívar;7.527173;1;13.934447;3;13.114503;7;4.694224533762074;3.1557517051696777
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.60743;6;3.581033349194081;3.1654210090637207
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.581886;7;4.587238475949434;3.1584010124206543
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;oriente_petrolero;lorgio_álvarez;isaffiliatedto;c.a._independiente;7.527173;1;13.934447;3;13.402124;7;4.630024724543099;3.171682357788086
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;cerro_porteño;lorgio_álvarez;isaffiliatedto;club_atlético_independiente;lorgio_álvarez;isaffiliatedto;club_blooming;lorgio_álvarez;isaffiliatedto;oriente_petrolero;7.527173;1;13.934447;3;13.567091;6;3.5908200132706996;3.161691665649414
yaroslav_svorak;isaffiliatedto;fc_krymteplytsia_molodizhne;yaroslav_svorak;playsfor;fc_krymteplytsia_molodizhne;yaroslav_svorak;isaffiliatedto;ukraine_national_under-18_football_team;yaroslav_svorak;isaffiliatedto;fc_nyva_ternopil;yaroslav_svorak;isaffiliatedto;fc_volyn_lutsk;9.899038;1;15.718623;1;13.046096;6;5.93538594805182;3.367182493209839
