jordi_pablo_ripollés;playsfor;spain_national_under-17_football_team;jordi_pablo_ripollés;isaffiliatedto;spain_national_under-17_football_team;jordi_pablo_ripollés;playsfor;spain_national_under-16_football_team;jordi_pablo_ripollés;playsfor;villarreal_cf_c;9.926715;1;16.751257;1;14.451492;6;5.908857544130902;3.3985981941223145
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.585604;7;3.487731535581406;7.027376651763916
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.589993;7;3.486635054661825;7.048916578292847
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.590895;7;3.486409674567061;7.09392786026001
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;9.1972885;1;14.53652;4;14.591183;7;3.486337725632789;7.092485666275024
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;9.1972885;1;14.53652;4;14.59153;7;3.4862510064780414;7.054195404052734
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.589255;7;3.4868192223514214;7.056954860687256
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.587491;7;3.4872600003421157;7.052115201950073
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.592588;7;3.4859865658369023;7.093758583068848
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.5898075;7;3.4866812749330114;7.042919635772705
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.598353;7;3.4845465779485076;7.058610916137695
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;9.1972885;1;14.53652;4;14.594571;7;3.48549129688707;7.05515718460083
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;9.1972885;1;14.53652;4;14.594804;7;3.4854331719334626;7.159090995788574
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.614602;7;3.480489390538674;7.055248498916626
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.607351;7;3.482299575034432;7.107771635055542
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.611303;7;3.4813128769387034;7.056985139846802
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.603547;7;3.4832494976877344;7.150832176208496
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.607982;7;3.482142179615905;7.15013861656189
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;9.1972885;1;14.53652;4;14.611762;7;3.4811983587738533;7.072010517120361
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.618589;7;3.479494159027733;7.073583602905273
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;vienna_international_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.620078;7;3.4791226250127854;7.075556993484497
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.629063;7;3.4768808352169094;7.082715034484863
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;venice_marco_polo_airport;ibiza_airport;isconnectedto;lyon–saint_exupéry_airport;ibiza_airport;isconnectedto;nantes_atlantique_airport;9.1972885;1;14.53652;4;14.633547;7;3.475762305664158;7.129109621047974
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;frankfurt_airport;isconnectedto;ibiza_airport;9.1972885;1;14.53652;4;14.496845;6;2.5099173888595887;7.07035493850708
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;ibiza_airport;isconnectedto;vienna_international_airport;frankfurt_airport;isconnectedto;ibiza_airport;9.1972885;1;14.53652;4;14.51507;6;2.505362305081079;7.107138156890869
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;naples_international_airport;ibiza_airport;isconnectedto;vienna_international_airport;frankfurt_airport;isconnectedto;ibiza_airport;9.1972885;1;14.53652;4;14.508671;6;2.506961849398089;7.098830223083496
ibiza_airport;isconnectedto;manchester_airport;ibiza_airport;isconnectedto;leonardo_da_vinci–fiumicino_airport;frankfurt_airport;isconnectedto;ibiza_airport;ibiza_airport;isconnectedto;brussels_south_charleroi_airport;9.1972885;1;14.53652;4;14.519374;6;2.5042864226207184;7.077430248260498
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;4.6835823;1;0.7107107596698813;3.138972282409668
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;playsfor;olympiacos_f.c.;9.208625;1;5.582421;1;4.516201;1;0.7438773631247584;3.1391704082489014
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;4.9717617;1;0.6480911421608411;3.141026258468628
thomas_rohrbach;hasgender;male;thomas_rohrbach;isaffiliatedto;olympiacos_f.c.;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;olympiacos_f.c.;9.208625;1;5.582421;1;3.94179;1;0.8376207416030431;3.1387531757354736
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;eintracht_frankfurt;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;olympiacos_f.c.;9.208625;1;5.582421;1;4.764195;1;0.6938596098318686;3.1394128799438477
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;4.9058776;1;0.6629667472860424;3.14096736907959
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;eintracht_frankfurt;9.208625;1;5.582421;1;5.44133;1;0.5352143203004361;3.1405141353607178
thomas_rohrbach;hasgender;male;thomas_rohrbach;isaffiliatedto;olympiacos_f.c.;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;5.1610255;1;0.6038170850782871;3.1419670581817627
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;eintracht_frankfurt;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;4.7484884;1;0.6971857724699765;3.1405322551727295
thomas_rohrbach;hasgender;male;thomas_rohrbach;isaffiliatedto;olympiacos_f.c.;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;9.208625;1;5.582421;1;5.1776266;1;0.599838975134493;3.1438746452331543
thomas_rohrbach;hasgender;male;thomas_rohrbach;isaffiliatedto;olympiacos_f.c.;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;3.8934963;1;0.8440826755091351;3.138575553894043
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;eintracht_frankfurt;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;9.208625;1;5.582421;1;5.018181;1;0.6374330208284124;3.1383304595947266
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;eintracht_frankfurt;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;9.208625;1;5.582421;1;5.3815575;1;0.5500476843498767;3.1383025646209717
thomas_rohrbach;hasgender;male;thomas_rohrbach;isaffiliatedto;olympiacos_f.c.;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;playsfor;olympiacos_f.c.;9.208625;1;5.582421;1;3.1355484;1;0.9203324397619972;3.138678550720215
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;eintracht_frankfurt;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;playsfor;olympiacos_f.c.;9.208625;1;5.582421;1;4.8355913;1;0.678487473123237;3.138725519180298
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;thomas_rohrbach;isaffiliatedto;eintracht_frankfurt;9.208625;1;5.582421;1;5.1382327;1;0.6092565217027119;3.1386919021606445
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;ssv_ulm_1846;thomas_rohrbach;playsfor;ethnikos_piraeus_f.c.;thomas_rohrbach;isaffiliatedto;eintracht_frankfurt;9.208625;1;5.582421;1;5.5142517;1;0.5170356826457848;3.1387484073638916
thomas_rohrbach;hasgender;male;thomas_rohrbach;playsfor;olympiacos_f.c.;thomas_rohrbach;isaffiliatedto;ssv_ulm_1846;thomas_rohrbach;isaffiliatedto;eintracht_frankfurt;9.208625;1;5.582421;1;5.6675854;1;0.4787217226495313;3.1383190155029297
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;ussr_state_prize;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.549004;4;3.820429545869991;3.1762216091156006
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;order_of_friendship_of_peoples;borys_paton;haswonprize;ussr_state_prize;10.409411;1;17.068264;1;15.489644;3;2.829008981427357;3.1744470596313477
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;order_of_the_october_revolution;borys_paton;haswonprize;ussr_state_prize;10.409411;1;17.068264;1;15.50243;2;1.827188907279759;3.1753292083740234
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;ussr_state_prize;borys_paton;haswonprize;order_of_prince_yaroslav_the_wise;10.409411;1;17.068264;1;15.776091;3;2.7845148300567732;3.174832344055176
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;order_of_friendship_of_peoples;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.88395;3;2.765722545156012;3.175307512283325
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_friendship_of_peoples;borys_paton;haswonprize;ussr_state_prize;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.717401;3;2.7942707569556378;3.1754329204559326
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;order_of_the_october_revolution;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.725241;2;1.7929866824085154;3.179377794265747
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;hasgender;male;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;ussr_state_prize;10.409411;1;17.068264;1;16.033716;3;2.7377966323792045;3.2008142471313477
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_lenin;borys_paton;haswonprize;order_of_prince_yaroslav_the_wise;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.9553995;3;2.7526627559514507;3.1774892807006836
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;order_of_the_october_revolution;borys_paton;haswonprize;ussr_state_prize;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.808224;2;1.7790330422309557;3.179985761642456
borys_paton;haswonprize;order_of_the_red_banner_of_labour;borys_paton;haswonprize;ussr_state_prize;borys_paton;haswonprize;order_of_prince_yaroslav_the_wise;borys_paton;haswonprize;lenin_prize;10.409411;1;17.068264;1;15.937695;3;2.7559439752416215;3.178842782974243
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;ca_osasuna_b;9.783041;1;15.991332;1;12.68206;4;3.9647455223503183;3.186035394668579
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;12.826984;4;3.9594703515627074;3.184645891189575
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;uda_gramenet;9.783041;1;15.991332;1;12.758218;4;3.962061583664518;3.183436870574951
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;12.781633;4;3.961197628735999;3.188584327697754
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;ca_osasuna_b;9.783041;1;15.991332;1;12.723905;4;3.963294318677141;3.1857547760009766
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;12.740611;4;3.9626990113361993;3.185454845428467
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;13.121269;4;3.946346538162653;3.18459415435791
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;12.966428;4;3.953686621254673;3.1833231449127197
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;aek_larnaca_f.c.;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;13.152693;4;3.9447284519442887;3.1823484897613525
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;13.117477;4;3.9465387408627666;3.187206983566284
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;15.695415;4;3.573444216432189;3.1826674938201904
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;ca_osasuna_b;9.783041;1;15.991332;1;15.691067;4;3.5745073733015476;3.187265157699585
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;15.744053;4;3.561506698295662;3.1841657161712646
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;aek_larnaca_f.c.;9.783041;1;15.991332;1;15.83551;4;3.5388768197027294;3.183307647705078
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;15.87998;4;3.527809263125968;3.1874337196350098
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;aek_larnaca_f.c.;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;15.918683;4;3.5181542665548267;3.187695026397705
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;15.986091;4;3.5013103455109027;3.186753749847412
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;aek_larnaca_f.c.;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;15.937475;4;3.513460958881355;3.1858420372009277
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;16.042654;4;3.487172319660136;3.187142848968506
gorka_pintado;playsfor;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;aek_larnaca_f.c.;gorka_pintado;playsfor;swansea_city_a.f.c.;9.783041;1;15.991332;1;16.106041;2;1.4713541784589084;3.1877803802490234
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;playsfor;ue_figueres;9.783041;1;15.991332;1;12.635503;4;3.966295203965256;3.186354637145996
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;ca_osasuna_b;gorka_pintado;playsfor;ue_figueres;9.783041;1;15.991332;1;12.432031;4;3.97232878704784;3.1839303970336914
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;aek_larnaca_f.c.;gorka_pintado;playsfor;ue_figueres;9.783041;1;15.991332;1;12.633251;4;3.9663684597089595;3.1934072971343994
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;real_unión;gorka_pintado;isaffiliatedto;swansea_city_a.f.c.;9.783041;1;15.991332;1;12.825192;3;2.959539977926895;3.1897332668304443
gorka_pintado;playsfor;cd_leganés;gorka_pintado;isaffiliatedto;cd_leganés;gorka_pintado;playsfor;uda_gramenet;gorka_pintado;playsfor;ue_figueres;9.783041;1;15.991332;1;12.642648;4;3.966061725483783;3.1928024291992188
rubén_alonso;playsfor;c.d._sonsonate;rubén_alonso;isaffiliatedto;c.d._sonsonate;rubén_alonso;playsfor;fuerte_san_francisco;rubén_alonso;playsfor;aurora_f.c.;10.324988;1;15.730567;1;11.945516;9;8.977796493687896;3.1776888370513916
reus_airport;isconnectedto;robin_hood_airport_doncaster_sheffield;reus_airport;isconnectedto;glasgow_airport;reus_airport;isconnectedto;east_midlands_airport;reus_airport;isconnectedto;brussels_south_charleroi_airport;9.31618;1;14.694537;1;14.488738;4;3.5512689526454793;3.7048232555389404
reus_airport;isconnectedto;robin_hood_airport_doncaster_sheffield;reus_airport;isconnectedto;east_midlands_airport;reus_airport;isconnectedto;brussels_south_charleroi_airport;reus_airport;isconnectedto;glasgow_prestwick_airport;9.31618;1;14.694537;1;14.54043;4;3.538450706415681;3.6907594203948975
reus_airport;isconnectedto;robin_hood_airport_doncaster_sheffield;reus_airport;isconnectedto;glasgow_airport;reus_airport;isconnectedto;east_midlands_airport;reus_airport;isconnectedto;glasgow_prestwick_airport;9.31618;1;14.694537;1;14.541128;4;3.5382772114611987;3.6943252086639404
reus_airport;isconnectedto;robin_hood_airport_doncaster_sheffield;reus_airport;isconnectedto;east_midlands_airport;reus_airport;isconnectedto;brussels_south_charleroi_airport;reus_airport;isconnectedto;leeds_bradford_international_airport;9.31618;1;14.694537;1;14.546974;4;3.536823949786287;3.6852359771728516
reus_airport;isconnectedto;robin_hood_airport_doncaster_sheffield;reus_airport;isconnectedto;glasgow_airport;reus_airport;isconnectedto;east_midlands_airport;reus_airport;isconnectedto;leeds_bradford_international_airport;9.31618;1;14.694537;1;14.570224;4;3.531038377148992;3.6746468544006348
