camille_oponga;playsfor;red_star_f.c.;camille_oponga;isaffiliatedto;red_star_f.c.;camille_oponga;playsfor;es_viry-châtillon;camille_oponga;playsfor;pau_fc;camille_oponga;playsfor;as_cannes;9.867278;1;16.245335;1;12.49638;6;5.976999153655828;3.186861515045166
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.111914;4;3.798908756825529;3.1926212310791016
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.712272;4;3.685492574854604;3.1694250106811523
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;7.124377;1;14.491402;1;13.161966;4;3.790747219471469;3.19158673286438
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.750592;4;3.6771728332493705;3.1695520877838135
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.593293;4;3.710560640122897;3.1903021335601807
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.078866;4;3.8041655769198837;3.1887056827545166
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.550969;4;3.7191870219213916;3.1894595623016357
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;playsfor;club_nacional;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.491204;4;3.731097390136017;3.169602394104004
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.653891;5;4.5635644487207925;3.2039356231689453
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.711205;5;4.5494198836269675;3.2019433975219727
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.827978;5;4.520377072107925;3.201336145401001
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.688299;5;4.555083619895817;3.201507568359375
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;10.11363;1;15.909532;1;15.754124;5;4.5387739699492435;3.203277111053467
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.866524;5;4.510750305664994;3.2091171741485596
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.866405;5;4.510780094172264;3.202674627304077
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.829948;5;4.519885297852735;3.201288938522339
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_lantana_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.8355;5;4.5184995090236955;3.2015602588653564
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.856934;5;4.5131464691697225;3.200392246246338
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.841685;5;4.51695507120082;3.2031748294830322
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.970303;5;4.484811926868803;3.201143741607666
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;16.010893;5;4.474681354817144;3.200054883956909
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.98478;5;4.481196692203888;3.200584650039673
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;16.006977;5;4.475657886919259;3.202866554260254
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.897235;5;4.503074130422875;3.200164794921875
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;16.008137;5;4.475368665271739;3.201615571975708
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;16.036325;5;4.468343933672789;3.20177960395813
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.995573;5;4.478502897894424;3.201688766479492
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;16.07694;5;4.458245236082376;3.2000205516815186
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.777058;5;4.5731353325107476;3.444375991821289
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.84214;5;4.5571423277730325;3.4408130645751953
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.852953;5;4.554472820849177;3.4409854412078857
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.86987;4;3.550290193101727;3.4367809295654297
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.885149;4;3.5465060605579377;3.4369165897369385
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.88616;4;3.5462555114834675;3.436720609664917
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.932003;4;3.534870667325652;3.4360790252685547
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;10.004404;1;17.071712;1;16.942314;4;3.532304523665342;3.436671733856201
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.963558;2;1.5270122483693944;3.4363057613372803
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.978336;5;4.52332709309409;3.436702251434326
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.986563;3;2.521274588554084;3.4362034797668457
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;17.021358;3;2.5125858417784848;3.437162160873413
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;17.085596;3;2.496529158076842;3.436357259750366
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;17.079262;3;2.4981126874912554;3.4381332397460938
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;17.087795;2;1.4959793957442034;3.436061143875122
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;playsfor;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;15.012687;4;3.886856449938353;3.4372878074645996
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;11.81947;5;4.953791771180399;3.393624782562256
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;11.91297;5;4.949491661154702;3.3924992084503174
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;9.754206;1;14.846758;1;12.0256;5;4.9438084824964665;3.391096591949463
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;11.950757;5;4.947648390827044;3.387417793273926
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.099415;5;4.939763120519067;3.389291286468506
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.098891;5;4.939792751996207;3.390570640563965
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.187542;5;4.93457674229557;3.3915069103240967
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.042767;5;4.942891126692348;3.392568826675415
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.123869;5;4.938363833922038;3.392012357711792
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.19651;5;4.934026247950035;3.3930044174194336
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.117676;5;4.938721057745205;3.39290714263916
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.210557;5;4.9331553800898975;3.3912746906280518
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.275158;5;4.929011284661229;3.394554376602173
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.182692;5;4.934872685421456;3.399064302444458
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.148891;5;4.936900629986831;3.3941988945007324
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;9.754206;1;14.846758;1;12.2214155;5;4.932474869488476;3.3955421447753906
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;s.s.d._massese;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.169734;5;4.935657185384277;3.395016670227051
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;9.754206;1;14.846758;1;12.247297;5;4.930826856837402;3.3934402465820312
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.377707;5;4.92194352466009;3.398594379425049
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.429093;5;4.918164431941104;3.3941733837127686
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.215117;5;4.932870351727737;3.394545555114746
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vigevano_calcio;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.304459;5;4.927054466321017;3.3950932025909424
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fc_politehnica_timișoara;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.367245;5;4.92269307903273;3.3942956924438477
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.360169;5;4.923196257897942;3.397913694381714
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.244638;5;4.930997859083867;3.3999006748199463
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;vissai_ninh_binh_f.c.;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.371578;5;4.922383401561924;3.402277946472168
