francisco_buyo;isaffiliatedto;spain_national_under-20_football_team;francisco_buyo;playsfor;spain_national_under-20_football_team;francisco_buyo;isaffiliatedto;spain_national_under-21_football_team;francisco_buyo;isaffiliatedto;spain_national_under-23_football_team;9.429634;1;16.56402;1;12.935366;9;8.974134881218271;3.393561840057373
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;wasbornin;saïda_algeria;9.922936;1;15.982647;1;13.192373;4;3.942147962763779;3.1851327419281006
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;playsfor;algeria_a'_national_football_team;9.922936;1;15.982647;1;13.170281;4;3.9433403878957427;3.1833748817443848
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;playsfor;usm_el_harrach;9.922936;1;15.982647;1;13.283403;4;3.9369819925360487;3.181464910507202
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;isaffiliatedto;olympique_de_médéa;9.922936;1;15.982647;1;13.454392;5;4.9260989814019265;3.182513952255249
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;wasbornin;saïda_algeria;ilès_ziane_cherif;isaffiliatedto;aso_chlef;9.922936;1;15.982647;1;13.19096;4;3.9422249492821018;3.1844494342803955
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;playsfor;algeria_a'_national_football_team;ilès_ziane_cherif;isaffiliatedto;aso_chlef;9.922936;1;15.982647;1;13.222708;4;3.940472229923153;3.181929588317871
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;playsfor;usm_alger;9.922936;1;15.982647;1;13.036175;4;3.9500964881544847;3.1824843883514404
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;playsfor;usm_el_harrach;ilès_ziane_cherif;isaffiliatedto;aso_chlef;9.922936;1;15.982647;1;13.315333;4;3.935070118360117;3.1818392276763916
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;algeria_a'_national_football_team;ilès_ziane_cherif;isaffiliatedto;usm_alger;9.922936;1;15.982647;1;13.272558;4;3.9376193385701215;3.184171438217163
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;usm_alger;ilès_ziane_cherif;playsfor;aso_chlef;9.922936;1;15.982647;1;13.316522;4;3.9349979359382763;3.1838643550872803
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;isaffiliatedto;aso_chlef;ilès_ziane_cherif;isaffiliatedto;olympique_de_médéa;9.922936;1;15.982647;1;13.408858;5;4.929155491319101;3.182835817337036
ilès_ziane_cherif;isaffiliatedto;mc_saïda;ilès_ziane_cherif;playsfor;mc_saïda;ilès_ziane_cherif;wasbornin;saïda_algeria;ilès_ziane_cherif;isaffiliatedto;usm_el_harrach;9.922936;1;15.982647;1;13.303901;4;3.9357607970814406;3.1833908557891846
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.621864;4;3.7046494217700956;3.173034429550171
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.771763;4;3.672527478794452;3.174837589263916
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;14.027322;4;3.6139815841971634;3.1717302799224854
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.113524;4;3.593361016075811;3.172614574432373
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.222638;4;3.56678933122706;3.1739299297332764
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;newell's_old_boys;7.124377;1;14.491402;1;14.036715;4;3.6117530587304505;3.172621011734009
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.420281;4;3.517772574891838;3.176090955734253
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.967718;4;3.6280086988321876;3.1746866703033447
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.388488;4;3.525705780076485;3.172524929046631
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.829745;4;3.416211887521802;3.168593406677246
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.119327;3;2.7977152072239635;3.190826892852783
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;7.124377;1;14.491402;1;12.958507;3;2.822429505355755;3.185953378677368
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.567062;3;2.7159254411978098;3.194322109222412
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;12.900971;3;2.830676628980534;3.2133302688598633
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.346407;3;2.758595497840832;3.203902244567871
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.808251;3;2.6644414467375457;3.175358295440674
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;7.124377;1;14.491402;1;13.59461;3;2.710289700269784;3.197018623352051
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.546822;3;2.7200238827851937;3.1944057941436768
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;13.706443;3;2.6867478720318796;3.196591377258301
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;playsfor;club_nacional;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;14.017581;3;2.6162876620258193;3.175933599472046
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;playsfor;newell's_old_boys;7.124377;1;14.491402;1;13.874624;3;2.6494852687350376;3.17604398727417
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;s.l._benfica;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.093458;3;2.5981934629730814;3.1743199825286865
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;7.124377;1;14.491402;1;13.978402;3;2.6255093717366504;3.175075054168701
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;isaffiliatedto;c.a._newell's_old_boys;óscar_cardozo;hasgender;male;óscar_cardozo;isaffiliatedto;newell's_old_boys;7.124377;1;14.491402;1;13.651889;3;2.6983626013998245;3.1963210105895996
óscar_cardozo;isaffiliatedto;paraguay_national_football_team;óscar_cardozo;playsfor;newell's_old_boys;óscar_cardozo;isaffiliatedto;club_atlético_3_de_febrero;óscar_cardozo;isaffiliatedto;club_nacional;7.124377;1;14.491402;1;14.043209;3;2.6102094217251626;3.1738948822021484
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;10.11363;1;15.909532;1;15.613997;4;3.573350437480255;3.214987277984619
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.7606535;4;3.5371509298220145;3.212585210800171
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.726318;4;3.54567561346012;3.217101573944092
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.755303;4;3.538480806369294;3.2139275074005127
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.876097;4;3.508357938374313;3.214175224304199
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.779195;4;3.5325381411341183;3.2141857147216797
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_tvmk_tallinn;10.11363;1;15.909532;1;15.792799;4;3.5291500557517126;3.215604782104492
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.881197;4;3.50708318051541;3.2148220539093018
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.909792;4;3.499934911728273;3.214972972869873
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.886982;4;3.5056371684365493;3.2137317657470703
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_ajax_lasnamäe;10.11363;1;15.909532;1;15.922662;4;3.4967175001618775;3.2156312465667725
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.942664;4;3.4917176193873627;3.216583251953125
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.882594;4;3.5067339639941113;3.2130112648010254
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.946078;4;3.4908643400350403;3.2144877910614014
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.976374;4;3.483295699124357;3.2146213054656982
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;15.970748;4;3.4847006888825653;3.212900400161743
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_norma_tallinn;sergei_bragin;playsfor;fc_levadia_tallinn;10.11363;1;15.909532;1;15.989868;4;3.479926652210286;3.2145793437957764
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;sergei_bragin;playsfor;tp-seinäjoki;10.11363;1;15.909532;1;15.954317;4;3.4888054961505177;3.2125089168548584
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;jk_tallinna_sadam;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_tvmk_tallinn;10.11363;1;15.909532;1;16.000546;4;3.477262216499124;3.2120604515075684
sergei_bragin;playsfor;sk_tallinna_sport;sergei_bragin;playsfor;fc_ajax_lasnamäe;sergei_bragin;playsfor;fc_levadia_tallinn;sergei_bragin;playsfor;fc_lantana_tallinn;10.11363;1;15.909532;1;16.01522;4;3.473602305473859;3.2148404121398926
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.818344;4;3.5630053990546156;3.4441661834716797
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.818758;4;3.5629035657666273;3.442863941192627
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.858353;4;3.5531385281092334;3.4433000087738037
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;10.004404;1;17.071712;1;16.87864;4;3.548118932352374;3.4692792892456055
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.908724;4;3.540657199599125;3.4438281059265137
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.918585;3;2.5382072894228247;3.4435596466064453
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;10.004404;1;17.071712;1;16.900967;3;2.542583056585936;3.442516803741455
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;spain_national_football_team;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.940918;3;2.532652095704349;3.443187952041626
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.959553;3;2.5280105744424226;3.442826986312866
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;rcd_mallorca;miquel_soler;isaffiliatedto;r.c.d._mallorca;miquel_soler;isaffiliatedto;spain_national_football_team;10.004404;1;17.071712;1;16.960743;3;2.5277139520123777;3.4439914226531982
miquel_soler;isaffiliatedto;atlético_madrid;miquel_soler;isaffiliatedto;spain_national_under-23_football_team;miquel_soler;isaffiliatedto;rcd_espanyol;miquel_soler;isaffiliatedto;spain_national_under-18_football_team;10.004404;1;17.071712;1;16.997156;3;2.5186304584608066;3.4442615509033203
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.104106;4;3.9394970150243394;3.4109110832214355
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;cs_otopeni;9.754206;1;14.846758;1;12.251549;4;3.930552609691473;3.4105920791625977
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_partizan;9.754206;1;14.846758;1;12.246011;4;3.930909646811336;3.409960985183716
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;cs_otopeni;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.431729;4;3.9179661517125726;3.4093313217163086
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;s.s.d._massese;9.754206;1;14.846758;1;12.282781;4;3.9285069246247892;3.4110219478607178
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;fk_obilić;9.754206;1;14.846758;1;12.391707;4;3.920929998216247;3.409771203994751
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fk_partizan;peter_omoduemuke;isaffiliatedto;vigevano_calcio;9.754206;1;14.846758;1;12.313261;4;3.926456965417194;3.409501791000366
peter_omoduemuke;isaffiliatedto;cs_minerul_lupeni;peter_omoduemuke;playsfor;cs_minerul_lupeni;peter_omoduemuke;isaffiliatedto;fc_astra_giurgiu;peter_omoduemuke;isaffiliatedto;cs_otopeni;9.754206;1;14.846758;1;12.51811;4;3.911221994276879;3.410137414932251
