šempeter_pri_gorici;islocatedin;slovenia;šempeter_pri_gorici;islocatedin;slovenian_littoral;andrej_komac;wasbornin;šempeter_pri_gorici;9.471641;1;12.318395;6;11.118994;12;6.768418190114067;3.189997434616089
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;worcester_city_f.c.;martin_lane;isaffiliatedto;chester_city_f.c.;9.977607;1;17.000624;1;16.90724;3;2.523328996290824;3.2304160594940186
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;worcester_city_f.c.;martin_lane;isaffiliatedto;walsall_f.c.;9.977607;1;17.000624;1;16.865578;3;2.5337102844833144;3.2243707180023193
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;walsall_f.c.;martin_lane;isaffiliatedto;chester_city_f.c.;9.977607;1;17.000624;1;16.9279;3;2.518172838662767;3.223972797393799
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;wrexham_f.c.;martin_lane;isaffiliatedto;coventry_city_f.c.;9.977607;1;17.000624;1;16.953157;3;2.5118643420254534;3.223571300506592
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;worcester_city_f.c.;martin_lane;isaffiliatedto;wrexham_f.c.;9.977607;1;17.000624;1;17.010584;3;2.4975099769450733;3.218578577041626
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;wrexham_f.c.;martin_lane;isaffiliatedto;chester_city_f.c.;9.977607;1;17.000624;1;17.025576;3;2.493762339923132;3.2222275733947754
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;walsall_f.c.;martin_lane;isaffiliatedto;wrexham_f.c.;9.977607;1;17.000624;1;17.047943;3;2.4881723538263834;3.22487735748291
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;playsfor;hinckley_united_f.c.;martin_lane;isaffiliatedto;coventry_city_f.c.;9.977607;1;17.000624;1;13.185079;2;1.9784489712462008;3.215167760848999
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;playsfor;hinckley_united_f.c.;martin_lane;isaffiliatedto;worcester_city_f.c.;9.977607;1;17.000624;1;13.1184225;2;1.9798105925083187;3.218245267868042
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;playsfor;hinckley_united_f.c.;martin_lane;isaffiliatedto;chester_city_f.c.;9.977607;1;17.000624;1;13.315969;2;1.9755090132095505;3.227975845336914
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;playsfor;hinckley_united_f.c.;martin_lane;isaffiliatedto;walsall_f.c.;9.977607;1;17.000624;1;13.172364;2;1.9787154495611206;3.222576379776001
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;playsfor;hinckley_united_f.c.;martin_lane;isaffiliatedto;wrexham_f.c.;9.977607;1;17.000624;1;13.385071;2;1.9738027137212222;3.216573715209961
martin_lane;isaffiliatedto;hinckley_united_f.c.;martin_lane;isaffiliatedto;coventry_city_f.c.;martin_lane;hasgender;male;9.977607;1;17.000624;1;16.648676;2;1.5870898317419746;3.2421839237213135
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;bonaire;islocatedin;south_america;11.89537;1;12.079742;3;10.405414;5;2.8421521100899865;3.1913833618164062
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;bonaire;hascurrency;united_states_dollar;11.89537;1;12.079742;3;10.546852;5;2.822428808985446;3.190911293029785
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;bonaire;hasofficiallanguage;dutch_language;11.89537;1;12.079742;3;10.489683;5;2.8306244432387535;3.189793825149536
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;bonaire;islocatedin;netherlands_antilles;11.89537;1;12.079742;3;10.145149;5;2.8737569466998876;3.1932356357574463
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;flamingo_international_airport;islocatedin;bonaire;11.89537;1;12.079742;3;10.367186;5;2.847167623978571;3.1932144165039062
bonaire;hascapital;kralendijk;kralendijk;islocatedin;bonaire;bonaire;islocatedin;netherlands;11.89537;1;12.079742;3;10.052453;5;2.883632646530664;3.196070671081543
bonaire;hascapital;kralendijk;bonaire;hascurrency;united_states_dollar;bonaire;islocatedin;south_america;11.89537;1;12.079742;3;11.762752;3;0.5785907252705574;3.2088356018066406
bonaire;hascapital;kralendijk;bonaire;hasofficiallanguage;dutch_language;bonaire;islocatedin;south_america;11.89537;1;12.079742;3;11.926361;3;0.5382703378359897;3.196791648864746
bonaire;hascapital;kralendijk;bonaire;islocatedin;netherlands_antilles;bonaire;islocatedin;south_america;11.89537;1;12.079742;3;12.028006;3;0.5129313236057085;3.1958518028259277
bonaire;hascapital;kralendijk;bonaire;hasofficiallanguage;dutch_language;bonaire;hascurrency;united_states_dollar;11.89537;1;12.079742;3;11.646672;3;0.6066065609319179;3.1960017681121826
bonaire;hascapital;kralendijk;bonaire;islocatedin;netherlands_antilles;bonaire;hascurrency;united_states_dollar;11.89537;1;12.079742;3;12.007665;3;0.5180116406220892;3.196115255355835
bonaire;hascapital;kralendijk;bonaire;hasofficiallanguage;dutch_language;bonaire;islocatedin;netherlands_antilles;11.89537;1;12.079742;3;12.158583;3;0.4803001391851783;3.1899304389953613
dino_rađa;hasgender;male;dino_rađa;wasbornin;split_croatia;dino_rađa;isaffiliatedto;olympiacos_b.c.;8.214989;1;3.8436751;1;1.7007816;340;339.89500283656986;3.196206569671631
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;playsfor;bm_valladolid;10.74268;1;16.588264;1;13.387506;3;2.960862827246423;3.200082778930664
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;isaffiliatedto;spain_national_handball_team;10.74268;1;16.588264;1;12.571643;1;0.9823050322033154;3.1991028785705566
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;playsfor;fc_barcelona_handbol;10.74268;1;16.588264;1;13.078459;3;2.9709654864715214;3.2041819095611572
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;wasbornin;avilés;10.74268;1;16.588264;1;13.666514;2;1.948911206870331;3.197334051132202
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;isaffiliatedto;bm_valladolid;10.74268;1;16.588264;1;14.018379;2;1.9288981177217415;3.190300226211548
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;cb_ademar_león;rubén_garabaya;hasgender;male;10.74268;1;16.588264;1;14.434244;2;1.8960438624402518;3.2099852561950684
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;spain_national_handball_team;rubén_garabaya;playsfor;bm_valladolid;10.74268;1;16.588264;1;16.116259;2;1.6158584027804648;3.194291591644287
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;playsfor;fc_barcelona_handbol;rubén_garabaya;playsfor;bm_valladolid;10.74268;1;16.588264;1;16.862494;2;1.4318691655512266;3.1928281784057617
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;playsfor;bm_valladolid;rubén_garabaya;wasbornin;avilés;10.74268;1;16.588264;1;16.630814;2;1.4893643212212717;3.198739767074585
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;isaffiliatedto;bm_valladolid;rubén_garabaya;playsfor;bm_valladolid;10.74268;1;16.588264;1;16.806747;1;0.44559550091791433;3.198035478591919
rubén_garabaya;playsfor;cb_ademar_león;rubén_garabaya;hasgender;male;rubén_garabaya;playsfor;bm_valladolid;10.74268;1;16.588264;1;17.031345;2;1.3910070973086581;3.213848114013672
christian_vieri;isaffiliatedto;s.s._lazio;christian_vieri;playsfor;s.s._lazio;christian_vieri;isaffiliatedto;inter_milan;9.962265;1;16.782948;1;14.187318;6;5.930579783899627;3.6529269218444824
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;spain_national_under-18_football_team;10.30871;1;17.188145;1;14.248474;3;2.9497730135854523;3.2194578647613525
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;hasgender;male;10.30871;1;17.188145;1;14.290308;2;1.9477393928832964;3.2397048473358154
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;valencia_cf;10.30871;1;17.188145;1;14.500399;3;2.936299682261231;3.221064567565918
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;s.c._bastia;10.30871;1;17.188145;1;14.545826;2;1.9335359780665091;3.222437858581543
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;spain_national_football_team;10.30871;1;17.188145;1;14.38339;3;2.9429321951573346;3.235018491744995
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;stade_rennais_f.c.;10.30871;1;17.188145;1;14.495158;3;2.936611521978443;3.221273183822632
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;sc_bastia;10.30871;1;17.188145;1;14.472447;3;2.937946575289136;3.2214977741241455
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;racing_club_de_france_football_colombes_92;10.30871;1;17.188145;1;14.572141;2;1.931884493901507;3.221357822418213
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;ue_sant_andreu;10.30871;1;17.188145;1;14.552462;3;2.933123071518468;3.2223269939422607
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;spain_national_football_team;10.30871;1;17.188145;1;14.576042;2;1.9316364266205852;3.2267086505889893
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;ue_sant_andreu;10.30871;1;17.188145;1;14.6491165;2;1.9268329504321906;3.2226505279541016
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;stade_rennais_f.c.;10.30871;1;17.188145;1;14.789049;2;1.916758307542423;3.2219018936157227
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;playsfor;racing_club_de_france_football_colombes_92;10.30871;1;17.188145;1;14.703341;3;2.9230696449142943;3.2204837799072266
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;sc_bastia;10.30871;1;17.188145;1;14.686287;2;1.9242719531125603;3.2210123538970947
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;valencia_cf;10.30871;1;17.188145;1;14.790367;2;1.9166576740750618;3.2175352573394775
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;rcd_espanyol;daniel_solsona;isaffiliatedto;spain_national_under-18_football_team;10.30871;1;17.188145;1;14.702256;2;1.9231466099597323;3.2178988456726074
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;spain_national_under-18_football_team;daniel_solsona;hasgender;male;10.30871;1;17.188145;1;16.703882;1;0.6187538877093687;3.2391741275787354
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;spain_national_under-18_football_team;daniel_solsona;playsfor;valencia_cf;10.30871;1;17.188145;1;16.641708;2;1.6333083931098848;3.220860004425049
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;isaffiliatedto;s.c._bastia;daniel_solsona;playsfor;spain_national_under-18_football_team;10.30871;1;17.188145;1;16.737473;1;0.6107990316633083;3.2199807167053223
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;spain_national_football_team;daniel_solsona;playsfor;spain_national_under-18_football_team;10.30871;1;17.188145;1;16.738987;1;0.610438954454361;3.219688653945923
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;valencia_cf;daniel_solsona;hasgender;male;10.30871;1;17.188145;1;16.784172;2;1.5996417508282645;3.2407729625701904
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;stade_rennais_f.c.;daniel_solsona;playsfor;spain_national_under-18_football_team;10.30871;1;17.188145;1;16.772108;1;0.6025344565507955;3.22200870513916
daniel_solsona;playsfor;rcd_espanyol;daniel_solsona;playsfor;spain_national_under-18_football_team;daniel_solsona;playsfor;sc_bastia;10.30871;1;17.188145;1;16.789711;2;1.5983112780725657;3.2224249839782715
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;iscitizenof;russian_empire;9.493641;1;14.168265;1;11.558704;2;1.9314743781358334;3.203185796737671
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russia;vladimir_mayakovsky;iscitizenof;russian_empire;9.493641;1;14.168265;1;11.335587;2;1.9444163904457905;3.203859806060791
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;iscitizenof;russia;9.493641;1;14.168265;1;11.28731;1;0.9468969395185757;3.203822612762451
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russian_empire;vladimir_mayakovsky;hasgender;male;9.493641;1;14.168265;1;12.169489;1;0.8806685517228596;3.2303030490875244
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;hasgender;male;9.493641;1;14.168265;1;12.247326;1;0.8722431574339632;3.221271276473999
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russia;vladimir_mayakovsky;hasgender;male;9.493641;1;14.168265;1;12.387357;1;0.8558090214444074;3.221008539199829
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russian_empire;vladimir_mayakovsky;influences;hedwig_gorski;9.493641;1;14.168265;1;12.941147;1;0.7733138451104593;3.201387643814087
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;influences;frank_o'hara;vladimir_mayakovsky;iscitizenof;russian_empire;9.493641;1;14.168265;1;12.981688;1;0.766128447307766;3.2017133235931396
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russian_empire;vladimir_mayakovsky;influences;heiner_müller;9.493641;1;14.168265;1;12.923891;2;1.7763245022829568;3.2023518085479736
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;influences;hedwig_gorski;9.493641;1;14.168265;1;13.087125;1;0.7467097551329617;3.2010178565979004
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;influences;frank_o'hara;9.493641;1;14.168265;1;13.14109;1;0.7363678344439233;3.199695348739624
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;diedin;moscow;vladimir_mayakovsky;influences;heiner_müller;9.493641;1;14.168265;1;13.016741;1;0.7597892709127985;3.200706720352173
vladimir_mayakovsky;iscitizenof;soviet_union;vladimir_mayakovsky;iscitizenof;russian_empire;vladimir_mayakovsky;influences;ahmad_shamloo;9.493641;1;14.168265;1;13.084026;1;0.7472953373506717;3.202483892440796
manuel_alexandre;wasbornin;madrid;manuel_alexandre;diedin;madrid;manuel_alexandre;hasgender;male;10.013296;1;17.007656;1;11.696854;1;0.9950863010504003;3.2465715408325195
manuel_alexandre;wasbornin;madrid;manuel_alexandre;actedin;atraco_a_las_tres;manuel_alexandre;hasgender;male;10.013296;1;17.007656;1;14.028646;1;0.9516167927057582;3.246267795562744
manuel_alexandre;wasbornin;madrid;manuel_alexandre;diedin;madrid;manuel_alexandre;actedin;atraco_a_las_tres;10.013296;1;17.007656;1;12.22098;1;0.9917288518852541;3.2265400886535645
manuel_alexandre;wasbornin;madrid;manuel_alexandre;hasgender;male;manuel_alexandre;haswonprize;honorary_goya_award;10.013296;1;17.007656;1;13.899223;1;0.9572392514460157;3.246145248413086
manuel_alexandre;wasbornin;madrid;manuel_alexandre;diedin;madrid;manuel_alexandre;haswonprize;honorary_goya_award;10.013296;1;17.007656;1;14.684708;1;0.9107598707369853;3.2264761924743652
manuel_alexandre;wasbornin;madrid;manuel_alexandre;actedin;atraco_a_las_tres;manuel_alexandre;haswonprize;honorary_goya_award;10.013296;1;17.007656;1;13.9701805;1;0.9542387214799686;3.2268238067626953
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_england;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.287837;3;2.610465261406348;3.4998362064361572
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_screaming!;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.343594;3;2.5971278003334484;3.5003201961517334
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_abroad;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.403836;3;2.5825545906630576;3.4990460872650146
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_screaming!;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.401571;3;2.5831052951751983;3.4957354068756104
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_girls;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.43849;3;2.574104018597295;3.4939029216766357
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;the_big_job_(film);gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.44855;3;2.5716423718317474;3.4958081245422363
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on..._up_the_khyber;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.469039;3;2.566618149076445;3.4933605194091797
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_abroad;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.451725;3;2.5708647951546086;3.494143009185791
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_matron;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.485849;3;2.5624856184240756;3.4936344623565674
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_regardless;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.467583;3;2.566975716642146;3.494525194168091
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_cruising;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.481037;3;2.5636695311269984;3.4930419921875
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_camping;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.495918;3;2.5600061695572607;3.4919464588165283
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_girls;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.475104;3;2.5651281273891215;3.4987123012542725
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;the_big_job_(film);gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.503783;3;2.5580673461609673;3.4998626708984375
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_screaming!;gerald_thomas;directed;carry_on_abroad;11.900154;1;13.737105;1;13.530616;3;2.551439746765543;3.4988455772399902
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_england;gerald_thomas;directed;carry_on..._up_the_khyber;11.900154;1;13.737105;1;13.527938;3;2.5521020486098807;3.496518135070801
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_england;gerald_thomas;directed;carry_on_matron;11.900154;1;13.737105;1;13.548991;3;2.5468903475575324;3.4909982681274414
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_regardless;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.539018;3;2.549360624487689;3.4915013313293457
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;follow_that_camel;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.548454;3;2.547023393339235;3.4931375980377197
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_cruising;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.555612;3;2.5452492986594404;3.4947011470794678
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_camping;gerald_thomas;directed;carry_on_england;11.900154;1;13.737105;1;13.548625;3;2.546981093542918;3.4932191371917725
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_loving;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.551942;3;2.5461590674743313;3.4936554431915283
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_again_doctor;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.552129;3;2.5461127352964352;3.4940264225006104
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_screaming!;gerald_thomas;directed;carry_on_girls;11.900154;1;13.737105;1;13.564344;3;2.5430831379229444;3.4942800998687744
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_screaming!;gerald_thomas;directed;the_big_job_(film);11.900154;1;13.737105;1;13.567315;3;2.5423458843090065;3.4929795265197754
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_doctor;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.584878;3;2.5379835288119157;3.4919862747192383
gerald_thomas;directed;carry_on_emmannuelle;gerald_thomas;directed;carry_on_constable;gerald_thomas;directed;carry_on_cleo;11.900154;1;13.737105;1;13.590872;3;2.5364933808534316;3.4937849044799805
