m0caghie;hassolvent;p114798;4;4
m0caghie;hassolvent;p1962;1;1
m0biqdaj;hassolvent;p1962;1;1
m0biqdaj;hassolvent;p114797;2;2
m0boncep;hassolvent;p1962;1;1
m0boncep;hassolvent;p1702;59;59
m0dahjom;hassolvent;p16228;3;3
m0dahjom;hassolvent;p16342;32;32
m0buwfoq;hassolvent;p1962;1;1
m0buwfoq;hassolvent;p1702;4;4
m0buwfoq;hassolvent;p114798;3;3
m0alonoe;hassolvent;p1702;1;1
m0alonoe;hassolvent;p1962;1;1
m0bosdiz;hassolvent;p16342;3;3
m0bosdiz;hassolvent;p1887;1;1
m0duggod;hassolvent;p1962;1;1
m0cekvar;hassolvent;p18471;3;3
m0avozui;hassolvent;p1962;3;3
m0alifor02;hassolvent;p18003;73;73
m0dozquf;hassolvent;p1887;1;1
m0cigxun;hassolvent;p11004;4;4
m0cigxun;hassolvent;p1962;1;1
m0cigxun;hassolvent;p114798;17;17
m0danqeo;hassolvent;p1887;1;1
m0danqeo;hassolvent;p16228;11;11
m0cofnan;hassolvent;p16344;1;1
m0cofnan;hassolvent;p12723922;17;17
m0disbal;hassolvent;p16228;3;3
m0disbal;hassolvent;p1679;1;1
m0bacmey;hassolvent;p16228;9;9
m0disbal;hassolvent;p1944;145;145
m0apagij;hassolvent;p16342;7;7
m0alusuw;hassolvent;p114797;11;11
m0alusuw;hassolvent;p1962;1;1
m0cifroz;hassolvent;p18028;1;1
m0cifroz;hassolvent;p18003;7;7
m0cedxep;hassolvent;p1962;1;1
m0cusdie;hassolvent;p1241;16;16
m0cusdie;hassolvent;p1962;1;1
m0cusdie;hassolvent;p114798;48;48
m0alifor02;hassolvent;p18028;37;37
m0disbal;hassolvent;p1962;1;1
m0alojoa;hassolvent;p1962;2;2
m0barjov;hassolvent;p17504;2;2
m0bopvim;hassolvent;p114798;4;4
m0daxrax;hassolvent;p114798;2;2
m0doppuu;hassolvent;p1962;1;1
m0cinkui;hassolvent;p1962;1;1
m0dohkan;hassolvent;p1962;1;1
m0dohkan;hassolvent;p114798;2;2
m0comfam;hassolvent;p1702;9;9
m0comfam;hassolvent;p16228;1;1
m0comfam;hassolvent;p1962;1;1
m0comfam;hassolvent;p1516872;2;2
m0doppuw;hassolvent;p11140;86;86
m0doppuw;hassolvent;p1887;1;1
m0cufjaq;hassolvent;p114798;94;94
m0cufjaq;hassolvent;p1962;1;1
m0cufmum;hassolvent;p1702;13;13
m0ajurig;hassolvent;p16212;26;26
m0cujxow;hassolvent;p1962;1;1
m0awayus;hassolvent;p1962;1;1
m0cucpyo12;hassolvent;p1887;1;1
m0bangih;hassolvent;p1962;1;1
m0ahaxud;hassolvent;p114798;1;1
m0ahaxud;hassolvent;p1962;1;1
m0dazhaq;hassolvent;p1962;5;5
m0docgag;hassolvent;p16228;2;2
m0docgag;hassolvent;p1702;48;48
m0buxkip;hassolvent;p11049;6;6
m0alojoa;hassolvent;p1887;2;2
m0bixhau;hassolvent;p16344;3;3
m0cegwer;hassolvent;p114798;15;15
m0cegwer;hassolvent;p1962;6;6
m0awixiq;hassolvent;p1962;1;1
m0acalib;hassolvent;p1962;1;1
m0buxkah;hassolvent;p114798;2;2
m0datrog;hassolvent;p18900;133;133
m0cifcur;hassolvent;p1702;14;14
m0cifcur;hassolvent;p1962;1;1
m0belcut;hassolvent;p125517;3;3
m0cifcur;hassolvent;p16228;1;1
m0axohaw;hassolvent;p1962;1;1
m0bacmez;hassolvent;p1962;1;1
m0ahemeg;hassolvent;p124247;117;117
m0cetlar;hassolvent;p1962;1;1
m0cetlar;hassolvent;p16228;1;1
m0bivpuu;hassolvent;p1702;7;7
m0belvar;hassolvent;p1702;4;4
m0bempit;hassolvent;p1753;60;60
m0bempit;hassolvent;p1962;1;1
m0cukyaj;hassolvent;p114798;2;2
m0damhoq01;hassolvent;p1702;3;3
m0belcut;hassolvent;p133557;2;2
m0cuhyub;hassolvent;p16228;1;1
m0acupia;hassolvent;p16342;70;70
m0binxom;hassolvent;p119096565;16;16
m0axunal;hassolvent;p16212;4;4
m0axunal;hassolvent;p18028;4;4
m0boqmus;hassolvent;p16342;4;4
m0bexray;hassolvent;p11031;25;25
m0condob;hassolvent;p1962;1;1
m0daknag;hassolvent;p1962;1;1
m0daknag;hassolvent;p114798;4;4
m0axupeq;hassolvent;p1702;1;1
m0axupeq;hassolvent;p1174;66;66
m0axupeq;hassolvent;p16917;108;108
m0axupeq;hassolvent;p1962;1;1
m0axupeq;hassolvent;p16228;5;5
m0awesif01;hassolvent;p1887;2;2
m0awesif01;hassolvent;p1962;2;2
m0adiqni01;hassolvent;p1944;44;44
m0bomgiv;hassolvent;p1222;1;1
m0bomgiv;hassolvent;p114798;53;53
m0bomgiv;hassolvent;p1702;108;108
m0daxmog;hassolvent;p16228;1;1
m0acupia;hassolvent;p18471;10;10
m0daqmiu;hassolvent;p16212;25;25
m0daqmiu;hassolvent;p1887;1;1
m0bopvim;hassolvent;p1962;1;1
m0alihuy;hassolvent;p18058;16;16
m0alihuy;hassolvent;p18028;55;55
m0barjov;hassolvent;p1962;1;1
m0acafoz;hassolvent;p16344;1;1
m0acafoz;hassolvent;p17854;7;7
m0asemoa;hassolvent;p1962;1;1
m0demxid;hassolvent;p1702;4;4
m0demxid;hassolvent;p16342;42;42
m0amofak;hassolvent;p16228;1;1
m0amofak;hassolvent;p18471;78;78
m0amofak;hassolvent;p1679;1;1
m0amofak;hassolvent;p1887;3;3
m0amofak;hassolvent;p1962;1;1
m0cowqow;hassolvent;p1887;1;1
m0coqgex;hassolvent;p16228;1;1
m0cowqow;hassolvent;p1516872;49;49
m0dowdaw;hassolvent;p18471;133;133
m0dowdaw;hassolvent;p1962;2;2
m0awiboz;hassolvent;p1962;2;2
m0coqgex;hassolvent;p1962;1;1
m0awiboz;hassolvent;p114798;10;10
m0awiboz;hassolvent;p1702;21;21
m0cowqow;hassolvent;p1962;15;15
m0awiboz;hassolvent;p1313;77;77
